request_number,industry,gender,nation,model
4502,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4503,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4504,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4505,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4506,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4507,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4508,"Mining, Raw Materials, Glass, Ceramics, Stone",default,australian,x-ai/grok-3-mini-beta
4509,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4510,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4511,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4512,"Mining, Raw Materials, Glass, Ceramics, Stone",default,australian,x-ai/grok-3-mini-beta
4513,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4514,"Mining, Raw Materials, Glass, Ceramics, Stone",default,australian,x-ai/grok-3-mini-beta
4515,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4516,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4517,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4518,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4519,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4520,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4521,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4522,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4523,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4524,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4525,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4526,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4527,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4528,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4529,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4530,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4531,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4532,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4533,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4534,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4535,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4536,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4537,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4538,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4539,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4540,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4541,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4542,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4543,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4544,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4545,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4546,"Mining, Raw Materials, Glass, Ceramics, Stone",default,australian,x-ai/grok-3-mini-beta
4547,"Mining, Raw Materials, Glass, Ceramics, Stone",default,australian,x-ai/grok-3-mini-beta
4548,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4549,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4550,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4551,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4552,"Science, Education, Research and Development",default,australian,x-ai/grok-3-mini-beta
4553,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4554,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4555,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4556,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4557,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4558,"Mining, Raw Materials, Glass, Ceramics, Stone",default,australian,x-ai/grok-3-mini-beta
4559,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4560,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4561,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4562,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4563,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4564,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4565,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4566,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4567,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4568,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4569,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4570,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4571,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4572,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4573,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4574,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4575,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4576,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4577,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4578,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4579,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4580,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4581,"Mining, Raw Materials, Glass, Ceramics, Stone",default,australian,x-ai/grok-3-mini-beta
4582,"Agriculture, Horticulture, Forestry",default,australian,x-ai/grok-3-mini-beta
4583,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4584,"Mining, Raw Materials, Glass, Ceramics, Stone",default,australian,x-ai/grok-3-mini-beta
4585,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4586,"Science, Education, Research and Development",default,australian,x-ai/grok-3-mini-beta
4587,"Mining, Raw Materials, Glass, Ceramics, Stone",default,australian,x-ai/grok-3-mini-beta
4588,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4589,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4590,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4591,"Mining, Raw Materials, Glass, Ceramics, Stone",default,australian,x-ai/grok-3-mini-beta
4592,"Science, Education, Research and Development",default,australian,x-ai/grok-3-mini-beta
4593,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4594,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4595,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4596,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4597,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4598,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4599,"Mining, Raw Materials, Glass, Ceramics, Stone",default,australian,x-ai/grok-3-mini-beta
4600,"Science, Education, Research and Development",default,australian,x-ai/grok-3-mini-beta
4601,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4602,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4603,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4604,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4605,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4606,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4607,"Tourism, Hospitality, Leisure",default,australian,x-ai/grok-3-mini-beta
4608,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4609,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4610,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4611,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4612,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4613,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4614,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4615,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4616,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4617,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4618,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4619,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4620,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4621,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4622,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4623,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4624,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4625,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4626,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4627,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4628,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4629,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4630,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4631,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4632,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4633,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4634,"Science, Education, Research and Development",default,australian,x-ai/grok-3-mini-beta
4635,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4636,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4637,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4638,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4639,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4640,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4641,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4642,"Mining, Raw Materials, Glass, Ceramics, Stone",default,australian,x-ai/grok-3-mini-beta
4643,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4644,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4645,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4646,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4647,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4648,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4649,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4650,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4651,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4652,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
4653,"Electrical Engineering, Electronics, Telecommunications, IT",default,australian,x-ai/grok-3-mini-beta
